Review_ID,Restaurant_ID,User_ID,Rating,Review_Text
REV00167,R0051,U00433,5,"Great service, very fast."
REV00168,R0046,U00463,5,The taste was authentic.
REV00169,R0052,U00116,5,"Great service, very fast."
REV00170,R0080,U00967,3,Food was cold.
REV00171,R0036,U00448,4,Worth every penny.
REV00172,R0171,U00550,5,Generous portions.
REV00173,R0120,U00104,4,Loved the ambiance. Five stars!
REV00174,R0047,U00895,3,It was okay.
REV00175,R0143,U00956,2,Rude staff.
REV00176,R0025,U00664,2,Rude staff.
REV00177,R0092,U00750,1,Not enough quantity.
REV00178,R0136,U00333,5,Best in town. The main course was perfectly cooked.
REV00179,R0181,U00774,3,Loved the ambiance.
REV00180,R0069,U00923,3,Delivery was very late.
REV00181,R0120,U00719,4,Worth every penny. Five stars!
REV00182,R0013,U00280,5,Worth every penny.
REV00183,R0133,U00265,4,Highly recommended!
REV00184,R0013,U00978,3,Standard quality.
REV00185,R0114,U00620,5,Amazing food!
REV00186,R0053,U00866,4,Highly recommended!
REV00187,R0011,U00255,4,Will definitely order again.
REV00188,R0054,U00131,5,Amazing food! Five stars!
REV00189,R0008,U00319,3,Nothing special.
REV00190,R0105,U00575,5,"Great service, very fast."
REV00191,R0185,U00302,4,"Great service, very fast."
REV00192,R0052,U00228,5,"Great service, very fast."
REV00193,R0093,U00506,4,Will definitely order again.
REV00194,R0065,U00440,2,Not enough quantity.
REV00195,R0116,U00780,5,Worth every penny.
REV00196,R0118,U00583,4,Loved the ambiance.
REV00197,R0074,U00496,4,Will definitely order again. Five stars!
REV00198,R0070,U00538,4,Will definitely order again.
REV00199,R0047,U00403,4,Best in town.
REV00200,R0151,U00936,5,Loved the ambiance. The main course was perfectly cooked.
REV00201,R0036,U00610,4,Generous portions.
REV00202,R0164,U00754,3,Average experience.
REV00203,R0040,U00190,2,Bad packaging.
REV00204,R0175,U00883,5,Worth every penny.
REV00205,R0154,U00923,4,Best in town.
REV00206,R0061,U00366,5,Best in town. I especially liked the dessert.
REV00207,R0023,U00518,5,The taste was authentic. I especially liked the dessert.
REV00208,R0070,U00587,2,Not worth the hype.
REV00209,R0083,U00630,4,Loved the ambiance.
REV00210,R0034,U00330,5,The taste was authentic. I especially liked the dessert.
REV00211,R0177,U00367,5,Highly recommended!
REV00212,R0144,U00333,4,Highly recommended!
REV00213,R0103,U00906,3,Terrible taste.
REV00214,R0172,U00953,4,Will definitely order again. Five stars!
REV00215,R0002,U00535,4,Highly recommended!
REV00216,R0029,U00633,4,Generous portions.
REV00217,R0018,U00829,4,The taste was authentic.
REV00218,R0124,U00287,4,The taste was authentic.
REV00219,R0102,U00344,4,Best in town.
REV00220,R0161,U00964,5,Highly recommended!
REV00221,R0116,U00871,4,Generous portions. The main course was perfectly cooked.
REV00222,R0071,U00944,3,A bit plain.
REV00223,R0069,U00999,2,Overpriced.
REV00224,R0024,U00435,4,Best in town.
REV00225,R0191,U00036,5,Will definitely order again.
REV00226,R0200,U00409,4,Generous portions.
REV00227,R0129,U00113,4,Amazing food! Five stars!
REV00228,R0125,U00953,5,The taste was authentic.
REV00229,R0091,U00900,4,"Great service, very fast."
REV00230,R0124,U00679,2,Not enough quantity.
REV00231,R0149,U00539,2,Overpriced.
REV00232,R0191,U00920,3,Loved the ambiance.
REV00233,R0016,U00429,3,Average experience.
REV00234,R0084,U00648,3,Terrible taste.
REV00235,R0039,U00664,2,Food was cold.
REV00236,R0164,U00406,4,Generous portions.
REV00237,R0168,U00075,4,Highly recommended!
REV00238,R0029,U00352,3,Hit or miss.
REV00239,R0040,U00969,5,The taste was authentic. The main course was perfectly cooked.
REV00240,R0164,U00175,5,"Great service, very fast."
REV00241,R0022,U00131,4,Amazing food!
REV00242,R0179,U00164,5,Loved the ambiance.
REV00243,R0010,U00989,3,A bit plain.
REV00244,R0114,U00356,4,The taste was authentic. I especially liked the dessert.
REV00245,R0109,U00163,2,Terrible taste.
REV00246,R0098,U00707,5,Worth every penny. I especially liked the dessert.
REV00247,R0114,U00845,4,Worth every penny.
REV00248,R0017,U00334,3,Amazing food!
REV00249,R0136,U00467,3,Hit or miss.
REV00250,R0121,U00798,5,Fresh and hot. I especially liked the dessert.
REV00251,R0113,U00372,5,Generous portions.
REV00252,R0180,U00383,5,Highly recommended!
REV00253,R0171,U00235,5,Highly recommended!
REV00254,R0144,U00551,3,Average experience.
REV00255,R0120,U00682,5,Will definitely order again.
REV00256,R0027,U00088,4,Highly recommended!
REV00257,R0127,U00515,4,"Great service, very fast."
REV00258,R0163,U00529,5,Generous portions.
REV00259,R0181,U00681,2,Bad packaging.
REV00260,R0041,U00429,5,Worth every penny.
REV00261,R0072,U00520,5,Highly recommended!
REV00262,R0172,U00152,2,Stale ingredients.
REV00263,R0008,U00504,5,Worth every penny.
REV00264,R0161,U00373,4,Best in town.
REV00265,R0112,U00293,2,Food was cold.
REV00266,R0153,U00679,4,Amazing food!
REV00267,R0033,U00851,3,Terrible taste.
REV00268,R0128,U00079,4,Will definitely order again. Five stars!
REV00269,R0164,U00343,2,Stale ingredients.
REV00270,R0156,U00295,4,Highly recommended!
REV00271,R0033,U00861,4,Highly recommended!
REV00272,R0022,U00351,5,Highly recommended!
REV00273,R0189,U00320,2,Not enough quantity.
REV00274,R0170,U00605,4,Amazing food!
REV00275,R0189,U00785,3,Just another place.
REV00276,R0053,U00244,4,Generous portions. The main course was perfectly cooked.
REV00277,R0011,U00142,4,Loved the ambiance.
REV00278,R0054,U00829,5,The taste was authentic.
REV00279,R0032,U00482,3,Decent food for the price.
REV00280,R0070,U00087,3,It was okay.
REV00281,R0045,U00852,4,"Great service, very fast. The main course was perfectly cooked."
REV00282,R0100,U00686,2,Too salty.
REV00283,R0129,U00177,4,Best in town. The main course was perfectly cooked.
REV00284,R0193,U00736,3,Rude staff.
REV00285,R0054,U00001,5,"Great service, very fast. The main course was perfectly cooked."
REV00286,R0119,U00291,2,Not worth the hype.
REV00287,R0180,U00958,3,Fresh and hot.
REV00288,R0053,U00407,4,Highly recommended!
REV00289,R0161,U00958,5,Will definitely order again.
REV00290,R0151,U00458,4,Fresh and hot.
REV00291,R0023,U00529,5,"Great service, very fast."
REV00292,R0070,U00835,4,Fresh and hot.
REV00293,R0164,U00773,5,Fresh and hot. I especially liked the dessert.
REV00294,R0053,U00921,2,Too salty.
REV00295,R0007,U00045,2,Stale ingredients.
REV00296,R0068,U00723,4,"Great service, very fast."
REV00297,R0058,U00824,3,Just another place.
REV00298,R0109,U00766,1,Delivery was very late.
REV00299,R0137,U00761,5,Worth every penny.
REV00300,R0103,U00736,3,"Great service, very fast."
REV00301,R0014,U00167,4,Best in town.
REV00302,R0199,U00023,4,Amazing food!
REV00303,R0105,U00734,3,Generous portions.
REV00304,R0147,U00870,5,"Great service, very fast."
REV00305,R0030,U00287,3,Too salty.
REV00306,R0119,U00434,4,The taste was authentic.
REV00307,R0075,U00740,5,"Great service, very fast."
REV00308,R0166,U00754,2,Bad packaging.
REV00309,R0002,U00060,3,Terrible taste.
REV00310,R0196,U00068,5,Best in town. The main course was perfectly cooked.
REV00311,R0094,U00447,4,Will definitely order again.
REV00312,R0045,U00798,3,A bit plain.
REV00313,R0130,U00177,3,Standard quality.
REV00314,R0111,U00718,4,Generous portions. I especially liked the dessert.
REV00315,R0028,U00096,5,Will definitely order again.
REV00316,R0080,U00065,3,Nothing special.
REV00317,R0062,U00532,5,Generous portions.
REV00318,R0017,U00673,3,A bit plain.
REV00319,R0082,U00355,2,Too salty.
REV00320,R0008,U00871,2,Delivery was very late.
REV00321,R0039,U00657,3,Not enough quantity.
REV00322,R0161,U00225,5,Highly recommended!
REV00323,R0039,U00049,4,Best in town.
REV00324,R0091,U00863,4,Will definitely order again. Five stars!
REV00325,R0160,U00569,4,Highly recommended!
REV00326,R0023,U00365,4,Best in town.
REV00327,R0097,U00080,2,Not enough quantity.
REV00328,R0116,U00778,5,Fresh and hot.
REV00329,R0132,U00261,2,Rude staff.
REV00330,R0108,U00512,3,Not worth the hype.
REV00331,R0151,U00065,5,Worth every penny.
REV00332,R0017,U00500,2,Bad packaging.
REV00333,R0043,U00112,5,Fresh and hot.
REV00334,R0157,U00975,4,Best in town.
REV00335,R0157,U00903,5,Fresh and hot.
REV00336,R0010,U00725,3,It was okay.
REV00337,R0066,U00408,3,Standard quality.
REV00338,R0065,U00781,3,Standard quality.
REV00339,R0171,U00712,4,Best in town.
REV00340,R0145,U00792,5,Will definitely order again. Five stars!
REV00341,R0066,U00730,3,Loved the ambiance.
REV00342,R0073,U00810,4,Highly recommended!
REV00343,R0160,U00739,5,"Great service, very fast."
REV00344,R0126,U00962,3,Just another place.
REV00345,R0183,U00030,5,Loved the ambiance.
REV00346,R0078,U00037,5,The taste was authentic.
REV00347,R0164,U00259,5,Fresh and hot.
REV00348,R0102,U00277,5,Fresh and hot. Five stars!
REV00349,R0151,U00415,3,Standard quality.
REV00350,R0185,U00730,3,Will definitely order again.
REV00351,R0084,U00479,4,Highly recommended! The main course was perfectly cooked.
REV00352,R0013,U00854,4,Amazing food!
REV00353,R0161,U00774,5,Fresh and hot.
REV00354,R0003,U00257,5,The taste was authentic. I especially liked the dessert.
REV00355,R0053,U00922,2,Delivery was very late.
REV00356,R0193,U00858,3,Food was cold.
REV00357,R0160,U00120,4,Fresh and hot. Five stars!
REV00358,R0053,U00367,5,The taste was authentic.
REV00359,R0183,U00224,4,Generous portions.
REV00360,R0195,U00710,3,Will definitely order again.
REV00361,R0168,U00385,3,Overpriced.
REV00362,R0010,U00088,3,Standard quality.
REV00363,R0154,U00130,4,Worth every penny.
REV00364,R0043,U00822,3,"Great service, very fast."
REV00365,R0057,U00735,4,The taste was authentic. I especially liked the dessert.
REV00366,R0155,U00629,5,Generous portions.
REV00367,R0145,U00375,3,Loved the ambiance.
REV00368,R0069,U00753,2,Food was cold.
REV00369,R0018,U00569,4,Loved the ambiance.
REV00370,R0172,U00178,4,"Great service, very fast."
REV00371,R0147,U00646,5,Highly recommended!
REV00372,R0005,U00029,4,Amazing food! Five stars!
REV00373,R0133,U00531,4,Fresh and hot. I especially liked the dessert.
REV00374,R0045,U00363,4,Highly recommended! I especially liked the dessert.
REV00375,R0027,U00393,4,The taste was authentic. I especially liked the dessert.
REV00376,R0152,U00738,3,Bad packaging.
REV00377,R0146,U00696,5,Best in town.
REV00378,R0036,U00008,3,It was okay.
REV00379,R0159,U00119,4,Worth every penny.
REV00380,R0127,U00966,4,Best in town. I especially liked the dessert.
REV00381,R0185,U00665,5,Best in town.
REV00382,R0055,U00438,5,Highly recommended!
REV00383,R0011,U00210,3,Bad packaging.
REV00384,R0181,U00440,1,Terrible taste.
REV00385,R0150,U00347,4,Fresh and hot. Five stars!
REV00386,R0124,U00539,4,Amazing food!
REV00387,R0131,U00284,5,Generous portions.
REV00388,R0059,U00023,5,Generous portions. The main course was perfectly cooked.
REV00389,R0054,U00503,5,Highly recommended!
REV00390,R0154,U00455,4,The taste was authentic.
REV00391,R0182,U00382,3,Too salty.
REV00392,R0035,U00914,2,Overpriced.
REV00393,R0135,U00529,3,Nothing special.
REV00394,R0113,U00887,5,Generous portions.
REV00395,R0154,U00378,4,The taste was authentic.
REV00396,R0192,U00822,5,Amazing food!
REV00397,R0013,U00455,4,Loved the ambiance.
REV00398,R0081,U00664,3,It was okay.
REV00399,R0047,U00665,4,Fresh and hot. I especially liked the dessert.
REV00400,R0130,U00916,4,Generous portions. Five stars!
REV00401,R0177,U00357,3,Just another place.
REV00402,R0131,U00040,4,Best in town.
REV00403,R0175,U00280,5,Fresh and hot.
REV00404,R0109,U00695,3,Rude staff.
REV00405,R0095,U00245,2,Food was cold.
REV00406,R0134,U00733,3,Amazing food!
REV00407,R0027,U00203,5,"Great service, very fast. The main course was perfectly cooked."
REV00408,R0103,U00957,3,Stale ingredients.
REV00409,R0165,U00194,5,Fresh and hot. Five stars!
REV00410,R0178,U00914,4,The taste was authentic. I especially liked the dessert.
REV00411,R0101,U00849,5,"Great service, very fast."
REV00412,R0109,U00471,3,Might try again.
REV00413,R0033,U00850,4,Amazing food! I especially liked the dessert.
REV00414,R0050,U00355,5,Will definitely order again.
REV00415,R0177,U00926,5,Amazing food!
REV00416,R0070,U00056,3,Nothing special.
REV00417,R0087,U00709,4,Loved the ambiance. I especially liked the dessert.
REV00418,R0025,U00028,3,Highly recommended!
REV00419,R0031,U00057,4,Amazing food!
REV00420,R0081,U00481,5,Fresh and hot. The main course was perfectly cooked.
REV00421,R0115,U00620,4,Worth every penny.
REV00422,R0149,U00146,3,Will definitely order again.
REV00423,R0047,U00130,4,Will definitely order again.
REV00424,R0129,U00585,5,Worth every penny.
REV00425,R0128,U00963,4,Amazing food!
REV00426,R0079,U00257,5,Loved the ambiance.
REV00427,R0067,U00277,4,"Great service, very fast."
REV00428,R0142,U00248,3,Terrible taste.
REV00429,R0128,U00271,2,Too salty.
REV00430,R0152,U00284,3,Too salty.
REV00431,R0162,U00559,5,Amazing food!
REV00432,R0118,U00673,4,Loved the ambiance.
REV00433,R0065,U00357,1,Stale ingredients.
REV00434,R0108,U00641,3,Worth every penny.
REV00435,R0067,U00974,5,Loved the ambiance.
REV00436,R0088,U00455,4,Worth every penny.
REV00437,R0145,U00577,3,A bit plain.
REV00438,R0073,U00600,3,Hit or miss.
REV00439,R0057,U00939,4,Loved the ambiance.
REV00440,R0181,U00337,2,Overpriced.
REV00441,R0087,U00696,3,Not enough quantity.
REV00442,R0091,U00086,4,Generous portions.
REV00443,R0016,U00681,5,Fresh and hot. I especially liked the dessert.
REV00444,R0106,U00669,3,Fresh and hot.
REV00445,R0036,U00773,5,Best in town.
REV00446,R0001,U00880,4,Loved the ambiance.
REV00447,R0166,U00771,4,Best in town. The main course was perfectly cooked.
REV00448,R0162,U00093,3,Average experience.
REV00449,R0147,U00263,5,Best in town. I especially liked the dessert.
REV00450,R0068,U00508,4,Generous portions.
REV00451,R0141,U00304,4,The taste was authentic.
REV00452,R0165,U00038,5,Amazing food!
REV00453,R0051,U00958,2,Stale ingredients.
REV00454,R0195,U00657,3,Just another place.
REV00455,R0098,U00626,4,Best in town. Five stars!
REV00456,R0155,U00918,3,Just another place.
REV00457,R0134,U00909,4,Worth every penny.
REV00458,R0116,U00491,5,Fresh and hot.
REV00459,R0026,U00081,5,Amazing food!
REV00460,R0017,U00089,1,Overpriced.
REV00461,R0041,U00943,4,Highly recommended! The main course was perfectly cooked.
REV00462,R0053,U00614,4,Will definitely order again. I especially liked the dessert.
REV00463,R0118,U00968,3,Terrible taste.
REV00464,R0119,U00107,4,The taste was authentic. I especially liked the dessert.
REV00465,R0054,U00461,5,The taste was authentic.
REV00466,R0180,U00455,2,Not worth the hype.
REV00467,R0015,U00236,5,Fresh and hot.
REV00468,R0188,U00529,4,Fresh and hot.
REV00469,R0025,U00630,4,Highly recommended!
REV00470,R0082,U00453,2,Overpriced.
REV00471,R0038,U00904,4,The taste was authentic.
REV00472,R0116,U00366,2,Rude staff.
REV00473,R0042,U00040,2,Not enough quantity.
REV00474,R0061,U00985,4,Amazing food!
REV00475,R0025,U00624,4,Amazing food!
REV00476,R0111,U00662,5,Worth every penny.
REV00477,R0074,U00467,4,Generous portions. The main course was perfectly cooked.
REV00478,R0194,U00682,4,"Great service, very fast."
REV00479,R0092,U00814,2,Not enough quantity.
REV00480,R0079,U00190,4,Amazing food!
REV00481,R0160,U00229,4,Fresh and hot.
REV00482,R0199,U00175,4,Highly recommended!
REV00483,R0185,U00328,5,The taste was authentic.
REV00484,R0127,U00376,3,The taste was authentic.
REV00485,R0064,U00508,4,Worth every penny. The main course was perfectly cooked.
REV00486,R0066,U00892,5,Best in town. I especially liked the dessert.
REV00487,R0076,U00699,3,Just another place.
REV00488,R0136,U00927,5,"Great service, very fast. I especially liked the dessert."
REV00489,R0200,U00925,5,Will definitely order again.
REV00490,R0112,U00350,3,Hit or miss.
REV00491,R0029,U00310,4,Amazing food!
REV00492,R0016,U00854,2,Not enough quantity.
REV00493,R0086,U00248,4,Generous portions. I especially liked the dessert.
REV00494,R0048,U00503,3,Too salty.
REV00495,R0003,U00208,3,Rude staff.
REV00496,R0041,U00995,2,Rude staff.
REV00497,R0071,U00085,4,Will definitely order again. I especially liked the dessert.
REV00498,R0085,U00589,5,Best in town.
REV00499,R0014,U00339,2,Rude staff.
REV00500,R0044,U00990,4,Will definitely order again. Five stars!
REV00501,R0038,U00158,4,"Great service, very fast."
REV00502,R0043,U00134,4,Best in town. Five stars!
REV00503,R0101,U00199,5,Amazing food! Five stars!
REV00504,R0088,U00148,4,Generous portions.
REV00505,R0061,U00706,3,Just another place.
REV00506,R0118,U00418,4,Worth every penny.
REV00507,R0134,U00247,3,It was okay.
REV00508,R0171,U00672,4,Worth every penny.
REV00509,R0178,U00010,4,Will definitely order again.
REV00510,R0072,U00953,5,Will definitely order again.
REV00511,R0020,U00498,5,Highly recommended!
REV00512,R0126,U00788,4,The taste was authentic.
REV00513,R0134,U00130,4,Best in town.
REV00514,R0085,U00099,5,Generous portions. The main course was perfectly cooked.
REV00515,R0190,U00990,5,Fresh and hot.
REV00516,R0117,U00508,2,Not enough quantity.
REV00517,R0164,U00027,3,Stale ingredients.
REV00518,R0090,U00373,5,Best in town.
REV00519,R0188,U00171,4,Highly recommended!
REV00520,R0140,U00578,4,Worth every penny.
REV00521,R0180,U00302,4,Loved the ambiance. The main course was perfectly cooked.
REV00522,R0140,U00309,5,Amazing food!
REV00523,R0016,U00827,2,Delivery was very late.
REV00524,R0015,U00076,5,Best in town.
REV00525,R0177,U00308,5,Loved the ambiance.
REV00526,R0090,U00683,2,Food was cold.
REV00527,R0126,U00690,4,Fresh and hot.
REV00528,R0038,U00327,2,Food was cold.
REV00529,R0096,U00843,4,"Great service, very fast."
REV00530,R0123,U00013,3,Average experience.
REV00531,R0184,U00405,2,Food was cold.
REV00532,R0089,U00173,4,The taste was authentic.
REV00533,R0156,U00084,4,Highly recommended!
REV00534,R0096,U00871,5,Amazing food!
REV00535,R0128,U00256,5,Best in town.
REV00536,R0066,U00572,5,"Great service, very fast."
REV00537,R0042,U00403,4,Fresh and hot.
REV00538,R0013,U00709,4,Worth every penny. Five stars!
REV00539,R0174,U00068,4,Fresh and hot. The main course was perfectly cooked.
REV00540,R0059,U00120,4,Loved the ambiance.
REV00541,R0092,U00733,1,Bad packaging.
REV00542,R0184,U00707,4,Worth every penny.
REV00543,R0136,U00058,2,Too salty.
REV00544,R0063,U00422,5,Amazing food! The main course was perfectly cooked.
REV00545,R0042,U00955,3,Standard quality.
REV00546,R0087,U00623,4,Generous portions.
REV00547,R0159,U00462,4,Best in town. Five stars!
REV00548,R0130,U00222,4,Best in town.
REV00549,R0053,U00370,3,Nothing special.
REV00550,R0127,U00087,4,Will definitely order again.
REV00551,R0102,U00543,4,Worth every penny.
REV00552,R0194,U00395,4,Loved the ambiance. Five stars!
REV00553,R0103,U00313,5,Amazing food!
REV00554,R0152,U00103,3,Not enough quantity.
REV00555,R0166,U00130,3,Highly recommended!
REV00556,R0157,U00774,3,Not worth the hype.
REV00557,R0143,U00453,3,Standard quality.
REV00558,R0039,U00519,3,Just another place.
REV00559,R0084,U00646,4,Best in town.
REV00560,R0115,U00387,4,Worth every penny.
REV00561,R0051,U00752,1,Overpriced.
REV00562,R0022,U00951,4,Fresh and hot.
REV00563,R0130,U00341,5,Will definitely order again. I especially liked the dessert.
REV00564,R0199,U00780,4,Fresh and hot.
REV00565,R0062,U00348,4,Generous portions.
REV00566,R0163,U00143,3,A bit plain.
REV00567,R0056,U00575,2,Too salty.
